sourceENS,source,claimable,txs,last_tx_days_ago,first_tx_days_ago,nft_trades,dex_trades,dex_volume_usd,funding_sources,times_cex_funded,processed,name,socials
<nil>,0xa7f82c86d2e96fee2bd29ac2f1221c70ab05c529,1190,6,245,491,0,0,0.0,2,0,False,,
<nil>,0x75ea4d5a32370f974d40b404e4ce0e00c1554979,1190,2255,590,1025,0,10,0.0,2,0,False,,
<nil>,0xd9f500c29adacceaac28b5097390ee53784633ff,1190,12,251,720,0,0,0.0,3,0,False,,
<nil>,0xe12145230a314c6541a4d8e631897e6023d24984,1190,1,1064,1064,0,0,0.0,2,0,False,,
<nil>,0xa2cb4add757158626614cd082d638ae3cbf72827,1190,3,315,793,0,0,0.0,1,0,False,,
<nil>,0xd59fb59ee142e09941614ce7f1ac533e9089ad9c,1190,27,589,705,0,0,0.0,4,0,False,,
<nil>,0x8444d4597c7c53152328f68de3a32b8026d96538,1190,36,506,1061,0,0,0.0,1,0,False,,
<nil>,0xa5e6b521f40a9571c3d44928933772ee9db82891,1190,31,197,610,0,0,0.0,2,0,False,,
<nil>,0x3a1a917bb8c0a9130c633b169bd9eba43828fcfd,1190,19,1026,1120,0,1,1003.107472,2,0,False,,
<nil>,0x4101ec65d62f530a563dbdbb7a4c338c098857ae,1190,8,584,703,0,0,0.0,3,0,False,,
<nil>,0x1dca6a5a3b2b84922dc7919673dc61e02a054d1a,1190,5,315,1102,0,0,0.0,0,0,False,,
<nil>,0xa9b2e513a55c63510ab341cae0c7787d1c47784b,1190,6,704,789,0,0,0.0,0,0,False,,
<nil>,0x05de220000f0e335390d7f7739be3c9484651904,1190,34,470,831,0,0,0.0,2,0,False,,
<nil>,0xc3feacb48782f2269b6137c5f192a29c0c72f5b4,1190,1,1027,1027,0,0,0.0,1,0,False,,
<nil>,0x182de40932e0b5b9cc1e2f32e3f955e78acc8c14,1190,7,464,730,0,0,0.0,1,0,False,,
<nil>,0xb46673a0046a43de1aaef39ba36ad52d29c7eb23,1190,145,352,951,0,11,1332079.212,6,0,False,,
<nil>,0xffe65e9ceacf1aa16464f540586b9d543e1d0088,1190,10,723,723,0,4,18309.15322,2,0,False,,
<nil>,0xcb5e31cbda00927ff68510192b60d406967ac9a7,1190,4,537,583,0,0,0.0,1,0,False,,
<nil>,0xf2732255e5d5a0088b9f6f450529fda8f8278fb4,1190,1,474,474,0,0,0.0,1,0,False,,
<nil>,0xa3696f0aa6a49d38846feb1e51033d94a787371a,1190,28,619,882,0,0,0.0,2,1,False,,
<nil>,0x654ef117bc82efb0ce06ade8d607f09ceaba8e02,1190,1,532,532,0,0,0.0,1,0,False,,
<nil>,0x38b3dd90e8c0bba4feb65dee918fc4f3790d6a30,1190,1,499,499,0,0,0.0,1,0,False,,
<nil>,0x0a65479cc44577565d0c54b3469dd7dce1d86cef,1190,273,220,861,0,3,136.3113083,8,7,False,,
<nil>,0x60776beac39600ec64abfe24b10cb7e91d439b39,1190,4,631,757,0,0,0.0,0,0,False,,
<nil>,0xc60da976176f0817b73f458c204c09ad7d490dab,1190,25,495,600,0,0,0.0,2,0,False,,
<nil>,0x51f05c9ef250d4437e974068c943d709c4e6a806,1190,55,207,760,0,0,0.0,2,1,False,,
<nil>,0x8cb6cbe9ca689924c0c4d35ee4c0fac94998ce73,1190,8,398,1074,0,0,0.0,1,0,False,,
<nil>,0x355f8ed7a8f8b45c7fa591de8728cbf7aa596f11,1190,3,499,667,0,0,0.0,1,0,False,,
<nil>,0x8ec8a830005688dc153b341a779904d6fca04092,1190,267,234,729,0,3,160078.3986,5,5,False,,
<nil>,0x0c46cf62ad487b074317e278e3664c3ad195e13d,1190,55,296,708,0,0,0.0,1,0,False,,
<nil>,0x1d544630452e216925dfa027f8124e20e343b18b,1190,2,1789,1791,0,0,0.0,1,0,False,,
<nil>,0x73363fe387c8dada652c6580230838082be88103,1190,6,354,975,0,0,0.0,1,0,False,,
<nil>,0xd23982248e1c457d5f284e5533214034c71e1a9c,1190,113,503,770,0,1,446.5615868,2,0,False,,
<nil>,0x7c32a1101e699e36b24b001289aaa43081020785,1190,1,617,617,0,0,0.0,1,0,False,,
<nil>,0x3f1ec709d9f4c8e3ab3bd03a39b37265d4989a1f,1190,2,2017,2017,0,0,0.0,1,0,False,,
<nil>,0x07b681cf4478569cc2fd7f0775aeefd2796df791,1190,632,1469,1531,0,0,0.0,1,0,False,,
<nil>,0x49b4a30e057cf0d5c3f041f783b6c403dd7002da,1190,35,490,919,0,0,0.0,4,1,False,,
<nil>,0x770e6a0e8a65f333e9c56af21dd4b71bd9abb680,1190,12,717,858,0,0,0.0,2,1,False,,
<nil>,0x41cc1a7e4a5cd1804c9d3bd8f5506122f0897adc,1190,33,914,2059,0,0,0.0,5,16,False,,
<nil>,0xc4347b956c45f5f54cc117d4accdcb15cc53a634,1190,2,573,705,0,0,0.0,1,0,False,,
<nil>,0x68edc798ce4b85f9daf987906f33330c6ccda217,1190,17,857,947,0,0,0.0,1,0,False,,
farbo.eth,0xb8704d9bfdbd2cc9d58e7d00a7417fc488e7259b,1190,381,607,1828,0,79,181036.4407,13,0,False,,
<nil>,0x75f6b2053f12f973fbc5dc2a6aa78663551a2aee,1190,163,488,800,0,17,21250.91733,8,5,False,,
<nil>,0xb3c946d837c5464bb4adb473fcc8eefd5cdcb436,1190,24,1679,2188,0,0,0.0,0,0,False,,
<nil>,0xe856a8782175bb77554ebb9a4c6610a3010c729e,1190,25,339,840,0,0,0.0,3,0,False,,
<nil>,0x9c74b1544056b2349cb3d666d62975e13071f67b,1190,29,343,749,0,3,986420.2566,2,1,False,,
<nil>,0x8e260507df7ba9146152930daed867b3f2eeb17a,1190,266,260,662,0,0,0.0,0,0,False,,
<nil>,0x8a1592fdb4edc6636e640cf9ce0e24ae1ff8d3c7,1190,7,953,1081,0,0,0.0,2,0,False,,
<nil>,0x8aba8247b7788486f940b7c59b1ff370805cf7c4,1190,557,784,1765,0,0,0.0,2,0,False,,
<nil>,0x6db5587465829f4ade42fc25adf86ff490e05e1c,1190,1,298,298,0,0,0.0,1,0,False,,
<nil>,0x4f34867398a7f24596efbd7b89f1131cc0f95175,1190,21,762,1456,0,0,0.0,2,0,False,,
<nil>,0xa3a276537f92ccab7d0c865f941e97de35001020,1190,34,673,814,0,2,6400.404858,3,0,False,,
<nil>,0x040e8f4ff459a75255ef7fde58bc7b9ad9406624,1190,66,969,1113,0,10,4369.751857,8,1,False,,
<nil>,0x1ba14b7ad50860fda6da7bfac9e541c3dc9ad918,1190,4,616,711,0,1,7509.015,1,0,False,,
<nil>,0x7417b258d5d223d916645b57c08acbfa1585898a,1190,23,535,751,0,1,3558.0,6,0,False,,
flimm.eth,0x06de363df2bc400850b02f9ea72c3cf66af1495d,1190,22,706,967,0,2,2019.524,3,0,False,,
<nil>,0x97bdf20ca79b141c948d4365effd9460071f5d25,1190,20,498,592,0,0,0.0,2,0,False,,
<nil>,0xc2fe2cff0d155389dd351c47114916b5262ca006,1190,80,202,666,0,1,498.5464552,0,0,False,,
<nil>,0xe5ec3370d43d29950fba2aec2b9af480dca83934,1190,2,755,973,0,0,0.0,1,0,False,,
<nil>,0xe648bbb6b7fc9273e84255f5d1b9b16320da9352,1190,2,706,706,0,0,0.0,1,0,False,,
<nil>,0x90f2b1ae50e6018230e90a33f98c7844a0ab635a,1190,14,689,2161,0,0,0.0,3,0,False,,
<nil>,0xbfdd502d10bfa0f2e0ce11ed4235646b658085d1,1190,3,322,322,0,0,0.0,1,0,False,,
<nil>,0xc39d7c2d1d56965b4882b6a500dd20cf216b732b,1190,1,1334,1334,0,0,0.0,1,0,False,,
<nil>,0xf9638a3a8fb45d04bcf177e6c66d8ecb55f0fc74,1190,48,714,809,0,40,1469844.633,3,1,False,,
<nil>,0x3f28b9ceaf4f41879beeec668d52f51d14bf18da,1190,1,725,725,0,0,0.0,1,1,False,,
<nil>,0x23f5271f8464c2362887d9268b924550a3c83056,1190,45,1627,1886,0,0,0.0,1,0,False,,
<nil>,0x9d8877451d432f6ad835e7781332be630c7d7767,1190,58,652,915,0,25,19865.52296,8,3,False,,
<nil>,0xb4fed5ed3b1d143b8d054ad82fe3f70178abae89,1190,1,838,838,0,0,0.0,2,1,False,,
<nil>,0xd06bc2967b7c17533d189fe69cc98e8c56120536,1190,4,298,671,0,0,0.0,1,0,False,,
<nil>,0xcb706ecd672937e4fd9001e2cd3d4eb97e27fd7e,1190,42,338,814,0,0,0.0,4,1,False,,
<nil>,0x527b01e71c523c1eb40380dbb1e584b5e9a2522b,1190,1,635,635,0,0,0.0,1,0,False,,
<nil>,0xdb018985ab706bf6a060a7f757b9134b3023cf3a,1190,34,895,1167,0,0,0.0,1,0,False,,
<nil>,0xd01e1547f4a424e5480f64ce58c716e618d8c2ae,1190,10,703,1157,0,0,0.0,2,2,False,,
reimaginedfinance.eth,0x4cb93eb88cfc55f364e9300254003d34c28cac9d,1600,1554,210,676,0,463,8024686.807,16,0,False,,
<nil>,0x28ac1252af7d5907621642babf0bad232a8eeff3,1190,4,1056,1064,0,0,0.0,1,0,False,,
<nil>,0xe24ebfa00aa25704e2270665b3198b434488f344,1190,42,296,850,0,6,398697.881,7,0,False,,
<nil>,0xa1954527b3f87d00fefff42433176d6398c1243d,1190,144,1612,2186,0,0,0.0,1,0,False,,
<nil>,0xe9985cc9ebabe343160969bcd1a1628ddb13c3ae,1190,17,668,705,0,0,0.0,5,5,False,,
<nil>,0x5a6db6715736fae8a961f917cbc8d176e8cb2f3c,1190,14,442,963,0,0,0.0,3,1,False,,
<nil>,0x129037f5928de4800732369788af8c819ee05f08,1190,11,336,889,0,0,0.0,2,0,False,,
<nil>,0xe044c4db60cbe3244316a7c03c71ccd58948703f,1190,49,247,790,0,0,0.0,3,0,False,,
<nil>,0x8033e658ac8f6f0d12d563bfccd042bd09a4e44d,1190,39,272,2003,0,5,22607.8586,5,1,False,,
<nil>,0x53ab032e0024f6e97949999c5aaca73f083b55c4,1190,13,524,930,0,1,209622.2668,3,1,False,,
<nil>,0xf414cff71ecc35320df0bb577e3bc9b69c9e1f07,1190,342,605,1058,0,42,103288.7818,0,0,False,,
neurona.eth,0x2755b7c0900425f855aac074175723d95679568d,1190,84,214,824,0,23,365334.2489,11,8,False,,
<nil>,0x4feb95651de32d6479e391669888bad91574666c,1190,35,507,1072,0,0,0.0,2,0,False,,
<nil>,0x877c548b564cf0e6632c984c44551fd80d401e44,1190,14,902,1031,0,0,0.0,0,0,False,,
<nil>,0x6948e22bcec4c9985ca715eec359d5f34ec847c7,1190,23,1915,2194,0,0,0.0,4,1,False,,
<nil>,0x2bae57d8e7e3ddf8ba9a2195e4218b2b64208306,1190,8,894,1031,0,5,5289.658063,3,1,False,,
<nil>,0xcfce73846f53efa1ebb7313fba9812e04c7ee1a6,1190,340,632,1080,0,28,440635.4535,48,17,False,,
<nil>,0x088bd85b935ea8a70eabb43d385569c436462828,1190,21,377,638,0,0,0.0,4,0,False,,
<nil>,0x268f59294d3dc809870d53669040ac55f97bb6fd,1190,11,297,826,0,0,0.0,0,0,False,,
<nil>,0xdeba7d56950c5b1f5ab28bfdf76394822779077d,1190,234,406,1117,0,43,59580.33865,10,12,False,,
<nil>,0x2b5a6b68344c256d5889873ab2055e77e7c669b6,1190,1798,939,1506,0,110,19.12945162,6,0,False,,
doramiii.eth,0xa268420976568630107eb4439f18497e95225850,1190,8,356,742,0,1,8308.225611,0,0,False,,
<nil>,0x38fb8ea3e7a927eefef7b6f419dc3f5c281fe817,1190,9,723,723,0,5,14122.46,2,0,False,,
<nil>,0x20e33e89c9aa0e892fcc9d67f676c8f646358e25,1190,70,405,1018,0,1,1002.586379,3,0,False,,
<nil>,0x2daceb947312c0f3c384ceeeeb1adf62534f40f7,1190,27,379,707,0,0,0.0,2,0,False,,
<nil>,0x24f9515e38f9a4a308e4fc34642343394ac9c9ba,1190,1,594,594,0,0,0.0,1,0,False,,
<nil>,0x6ac3ba25ec5b9fc5e4eac0fe43524506f29506e2,1190,11,785,2194,0,0,0.0,2,0,False,,
<nil>,0x965c7d8176791c5818618b715c3801bc9f366ae7,1190,27,1627,1886,0,0,0.0,1,0,False,,
<nil>,0x50204b4d02d7ccc03e27d797e9cec75be783a66f,1190,603,397,801,0,111,126914.4896,11,7,False,,
<nil>,0xb292ec5a5ca2361e6ba83e8aa9943a83c76e14a7,1190,1,732,732,0,0,0.0,1,0,False,,
<nil>,0x1a7219e08bfd868979be92c7624d69ae6599e7a8,1190,86,408,1618,0,0,0.0,2,0,False,,
<nil>,0x9a519c403f797fece0ee8629b0d4c3e587001aaa,1190,4,223,605,0,0,0.0,2,1,False,,
<nil>,0xff542bbb954e836f2fa1f2f53d5444af36a701ee,1190,2,1007,1046,0,0,0.0,1,0,False,,
<nil>,0xcff0bc4aec65f3720c95bbdf1308487050190320,1190,12,1430,1918,0,0,0.0,1,1,False,,
<nil>,0x4b5c3c7e487c2982974697ca3a346fffc40718a3,1190,24,233,1252,0,4,4866.591005,4,2,False,,
<nil>,0x10246769b5cbba757605f74693ec1f88db6ebec7,1190,2,600,600,0,0,0.0,1,0,False,,
<nil>,0xd8e0eb7427c908171cfa9b3f7fe3cca9f3050566,1190,9,552,615,0,0,0.0,1,0,False,,
<nil>,0x52ef74f4ccf99c8165f79faf7753d4dc5426ab95,1190,30,1033,1107,0,1,2788.13123,3,2,False,,
<nil>,0xbc2abc852684de579d59dfd322b6ccf3a23f7e12,1190,33,588,749,0,0,0.0,4,0,False,,
<nil>,0x17bbdc974d04d4df370ba858363df6588309e3a3,1190,2,545,706,0,0,0.0,1,0,False,,
<nil>,0xf707e0d597ca46a5364de72df18fe2b6d9e4560e,1190,1,879,879,0,0,0.0,1,0,False,,
<nil>,0xb997c61cc1e0ab02874ffe0f9925cb3f67efe4b0,1190,22,884,1535,0,0,0.0,1,0,False,,
<nil>,0x5e11311c43c0892225d74071929d8962a8ed572d,1190,30,703,1113,0,7,11466.02357,10,3,False,,
<nil>,0x3850cf966bddaeba8343be3f9a0cd4a189601e79,1190,10,220,1345,0,1,52.06778831,3,0,False,,
<nil>,0xc7c30dfa6e78dd0a0b6c92e8f80b160c2b2ca2d7,1190,422,583,768,0,461,609437.802,18,9,False,,
<nil>,0xb7d4c56243816b8c6bad4842412310f24a0754f0,1190,11,736,892,0,2,10019.94289,1,0,False,,
<nil>,0x8d6ec8570e2d244ce7a0d7402ca34cd308610490,1190,13,233,693,0,0,0.0,2,0,False,,
<nil>,0xec10bdbadfb834ed2e9612ec91311e5ba42aa904,1190,5,693,2022,0,0,0.0,2,0,False,,
<nil>,0xdac310fa273f14b9899ea57504f876057aee9225,1967,527,332,881,0,14,220.9574867,15,8,False,,
<nil>,0xd019740eb9fb2016006bb385b7c078ff1515f251,1190,12,462,627,0,1,24.88277337,4,2,False,,
<nil>,0x75d20305f65ac29ff17eb5ec8e07cc2dbad1bdda,1190,12,1324,2042,0,0,0.0,5,1,False,,
<nil>,0xc38008f2326b4f9bfa74cdbac09decc4d85da3b5,1190,3,788,791,0,0,0.0,1,0,False,,
<nil>,0x8313a4ad9f7d6892832a5850fd8e98169d1ff85a,1190,25,615,822,0,0,0.0,4,3,False,,
<nil>,0x2feca68a7349e2bb7275a6d380919badc9b4061e,1190,25,342,848,0,1,2317.992816,2,0,False,,
<nil>,0x1eaad73365c7c09dc16f6767b96ced4333d49542,1190,538,491,849,0,0,0.0,3,0,False,,
<nil>,0x80b8033d2a35d6f371558febecd951d3977051db,1190,6,320,869,0,0,0.0,1,0,False,,
<nil>,0x268d0d576c688f1728cbccf20483e1d36fd66937,1190,63,219,1725,0,5,23598.50264,3,0,False,,
<nil>,0xb81f4097d9e460c5ab65ef13fb4c3c40353d3e27,1190,145,574,638,0,1,84956.735,3,0,False,,
<nil>,0xfb17e21344b1aa79f2f42f795b57998e8d2088a5,1190,18,644,865,0,0,0.0,2,0,False,,
<nil>,0xfc4f26f1b89987c6b1add9af8f374a825e41c52d,1190,6,1010,1220,0,0,0.0,1,1,False,,
<nil>,0xf1f278a03a6e3b610a4bb4185aff072701816778,1190,1,835,835,0,0,0.0,1,0,False,,
<nil>,0x3a512a00dec156d1fd86d4faccf35861c03328a7,1190,6,762,948,0,1,5668.866226,1,0,False,,
<nil>,0x58fe781fcdd5c6d234e4a7094eef2f91e12d7cf4,1190,13,722,849,0,0,0.0,3,0,False,,
<nil>,0x1b7074bacbd54d6bd63856a83e0e0b667ef4a91d,1190,49,249,1141,0,0,0.0,4,0,False,,
<nil>,0x44130dc3cfae5d87e3e3e14ba63ffcdc28e9e253,1190,2,478,1219,0,0,0.0,1,0,False,,
<nil>,0x7529265dc233c55d0511b021754676f9a2ca0670,1190,3,932,932,0,0,0.0,1,0,False,,
<nil>,0x53d07c13338ceab2acb7706b9a5935207b20b760,1190,80,529,656,0,3,68118.00382,4,1,False,,
<nil>,0x28e32eeea53df179910bcfb83d2c4b73f03d1cba,1190,179,688,869,0,111,82599.44722,11,4,False,,
<nil>,0x919cef38854b9b2815ed8f737104ce5c0cf6bd6e,1190,36,773,1462,0,0,0.0,1,0,False,,
<nil>,0x000be10e754603dd86d32a51d940151765b5b330,1190,33,667,925,0,21,1388.520939,2,2,False,,
<nil>,0x1e2b77ba7a1399fd0d61c75a4eada890fcb0f978,1190,4,881,891,0,0,0.0,1,0,False,,
<nil>,0x352defda9b6fb6f8c1727db6398bf15a2448efe6,1190,43,860,912,0,0,0.0,3,2,False,,
<nil>,0x361ef809c44d7ea67a53ec8e02263c236dccf26d,1190,1,711,711,0,0,0.0,0,0,False,,
<nil>,0x139d7d3f339768abd457938bff61bdbfc5cf8236,1190,38,619,969,0,1,13184.52343,1,1,False,,
<nil>,0x11b6fd4242328459d419578a86c5e4e3fdc463e1,1190,25,310,784,0,0,0.0,1,0,False,,
<nil>,0x889e135c20ae7276b76d42bcfa9bb53773faf3f2,1190,3,739,1044,0,0,0.0,1,1,False,,
<nil>,0xfaeb92db937e49a2a3ed784e821b91d83205a519,1190,78,436,1011,0,6,15967.22902,2,0,False,,
<nil>,0x270ee0ba3e345b582eb3880523bad58570bd95be,1190,34,295,595,0,1,2.404540528,3,3,False,,
unsemester.eth,0x25a8df107e0bdfe670c7cc27027f1f3e88a54501,1190,56,330,764,0,0,0.0,2,0,False,,
<nil>,0x1d8a9f79c0a802d705f335713170e36697b111da,1190,169,559,814,0,22,214680.0344,5,0,False,,
<nil>,0x6b4c015a774d013c19e7a8aa55f1a0bc1dd7fd1c,1190,3,1141,1175,0,0,0.0,1,0,False,,
<nil>,0x3f3159b3704cac069ccf4b2d5db906dc343ba20b,1190,18,380,845,0,0,0.0,1,0,False,,
<nil>,0x6bba83cbceda9b4a982c03484aa2dca0470fe933,1190,2,947,947,0,0,0.0,1,0,False,,
bl3zzy.eth,0x72c083ccbb46b6960a541c9850dbedc0257850be,1333,359,656,1164,0,81,9559.850582,26,6,False,,
<nil>,0x816a684f40b8b4b060a4df7a10cad589ef64e95e,3025,340,206,1424,0,43,3069.276894,6,0,False,,
<nil>,0x02b24b57d8a7da9683c8ec40a45bce5d30a8d5b5,2879,578,300,854,0,157,1472872.121,20,179,False,,
<nil>,0x1ba2743042d9fd06905182bac83171c4773a29a0,1186,862,220,897,0,454,4258520.236,11,7,False,,
<nil>,0x36e37ab59c658dd20f4acb35ff385bdaabb7d450,2879,566,324,907,0,151,1738531.567,2,9,False,,
<nil>,0x9318af62a5ba1a3eddd8e771293d8c8d2cef6df3,1186,536,377,1038,0,475,312240.5229,34,38,False,,
<nil>,0x9b4c9ea525d460d0630eff8ca943ed001d2dba2c,1186,3472,230,1142,0,1455,1785850.606,53,56,False,,
<nil>,0x111f8112857dce3bd6629b297563f63cadb1ca0e,2469,95,464,1131,0,49,9470.507367,22,7,False,,
<nil>,0x1dc595b5ad02cd1eedb0215ef8265ad1f814ced3,2469,113,407,797,0,30,4401.41004,7,8,False,,
<nil>,0x305933e09871d4043b5036e09af794facb3f6170,2469,83260,330,707,0,13,165705.3156,2,0,False,,
<nil>,0x44e32fe55bb758d1fe98890fc2b2c0c72ebfce7b,2469,135,494,2103,0,3,263.2327207,33,8,False,,
<nil>,0x57e0ef04b3d4be5583d89abd135e110517f0ac59,2469,195,643,2193,0,29,160698.303,22,16,False,,
<nil>,0x8e36a5bc6dcd6d41bc936eea53541c13d396b625,2469,860,597,848,0,296,100535.3157,12,5,False,,
<nil>,0x93d9a7d1d87a46f58bc33f01efdfbd8376970af5,2469,348,665,727,0,91,21711.25617,13,13,False,,
<nil>,0x96020adc2d39aea7a8427c04ac4671c4c54fbc18,2469,15,660,990,0,4,9348.10274,6,0,False,,
<nil>,0x966b00571afafffc8d89d4d0c5371406679b0c54,2469,4,839,862,0,1,1056.0,2,3,False,,
<nil>,0x979682990f4be9d40f0db1ab389db1597f1bf662,2469,212,694,2141,0,46,35990.84387,16,1,False,,
<nil>,0x9d8e328919e1fa8a8b5b23f085d3924f1fa4081a,2469,6,503,684,0,0,0.0,1,0,False,,
<nil>,0xa47a81d37f7f95667bd2057bb48572c270ef68c5,2469,17,586,884,0,7,77448.18849,2,0,False,,
<nil>,0xc3ae5d875ac4672c21fb88ca62098a7e04746a30,2469,102,444,687,0,17,10093.19164,7,5,False,,
<nil>,0xdddb38f33c426bac89a3dde5574ab0d1fdc09e5b,2469,148,599,778,0,51,166308.288,15,21,False,,
<nil>,0xfe462e41b40c9f71be37d8c4fb92456c9f44b336,2469,140,309,885,0,19,10557.21706,6,5,False,,
<nil>,0x724b6e4a4410524ef8ed85f40b1cdfc9cf153b45,2469,47,562,752,0,53,137200.1816,6,3,False,,
<nil>,0x52eb38d3e39b7bf944a8df44f1bedc80d46642c8,2469,415,455,1832,0,52,12206.85847,9,2,False,,
<nil>,0x89b3e57a6db682895a67c31dfa1cd92dd640013d,2469,126,372,1455,0,33,686955.8577,7,5,False,,
<nil>,0x48bace72f2994cfa960d5eb1459b62207e617ef2,2469,125,582,1001,0,14,28343.0822,5,6,False,,
<nil>,0xc951f28ffba1aab0d5081d283515fc3f9dcf0b77,2469,22,532,699,0,8,3017.392852,2,2,False,,
<nil>,0x548730135536b4b8dc5c9cb4b4c71b6a58a36bc6,2469,56,355,956,0,16,36947.13254,3,2,False,,
<nil>,0x8564599a65a2195b324de640b614f93feb116cb4,2469,5,545,1007,0,0,0.0,1,1,False,,
<nil>,0xc1864661f08cea68d785208a21e7e36aa2114a5b,2469,17,629,801,0,0,0.0,1,0,False,,
<nil>,0x5da4a8cb0d24bb340fb0b8b5c3d351ccdacae511,2469,271,603,853,0,170,608579.7859,3,5,False,,
<nil>,0xf5705dc91fe82d877a51554f5a62b2f7aa6dd71a,2469,284,235,885,0,117,8658.286643,12,11,False,,
<nil>,0x7701c1c44ab68803cae4b2d29a428081ac08f0ba,2469,78,210,918,0,35,28422.24957,7,10,False,,
<nil>,0xa727e8d3e0fb1f6fc6db8e330cd4cc6f6bb35f58,2469,110,338,929,0,1,282.2794135,2,4,False,,
<nil>,0xa04f5463df8fa10c14d6259e81106bc8071d4012,2469,17,230,926,0,2,2327.690919,2,0,False,,
<nil>,0x3818908bca819de909bf81828096cc8777548016,2469,72,197,1247,0,18,14037.32925,3,0,False,,
<nil>,0x07a6f60d676f4cd953cfbf3f7b1ea07a802313f2,2469,30,530,740,0,0,0.0,3,0,False,,
<nil>,0x634bfea22509820002fed12980cf12faff772ad3,2469,44,718,984,0,9,15860.29431,3,4,False,,
<nil>,0x5a962d197ba0cd4877a46177008c6ff906754c1c,2469,121,639,1116,0,5,9342.484391,7,9,False,,
<nil>,0xcc572cf3635127f6fe68956c5ca1e329c7dc3389,2469,820,635,867,0,311,71032.50189,11,16,False,,
<nil>,0x9c1a8a57457855806cfd10f0f1740d40023763f9,2469,3705,520,1173,0,1069,344763.4014,20,26,False,,
<nil>,0x696450a8c8bbc0f2121c9b568208bd5c07400b98,2469,2,704,707,0,0,0.0,0,0,False,,
<nil>,0x83c62ae42222d67d71fe87ab9e60260c8f5aaca3,2469,157,564,889,0,53,11474.54374,14,14,False,,
chaplain.eth,0xdae7939b5cf4f49eb8a041177c3ba95a2196d7c2,2469,59,237,990,0,18,6765.849914,4,3,False,,
<nil>,0x68b5cac6713fd0dd7012dfa5f8717f61c3d3a485,2469,1280,403,1119,0,159,72832.0533,10,14,False,,
<nil>,0x3d41bd2623c454ccf12cb1a943b3a2fe1a7a3f86,2469,272,350,1722,0,4,890.5565922,21,0,False,,
<nil>,0xbe3a7e3aa62c101b3bd2120ee6835ff86982ec27,2469,9,487,954,0,6,1539.367625,1,0,False,,
baovotes.eth,0x3bc3c8af8cfe3dfc9ba1a57c7c3b653e3f6d6951,1462,2331,289,1052,0,114,93454.65255,5,1,False,,
paymahn.eth,0x4152c19c67ae3aa0b04f3926826719e1293560ea,1049,214,487,1258,0,52,468443.7233,15,1,False,,
<nil>,0xa79b957ca52b9291fb33cf2a9822968f7b057b41,1049,310,202,1240,0,34,2791.07651,8,3,False,,
<nil>,0xeaa593ade3570a12e9c68522bae65278a45e41ec,1049,674,293,1310,0,254,9618309.594,3,3,False,,
<nil>,0xee3333d4a10efd88eca070389611579ee30a9c47,2741,395,571,1195,0,55,51940.67793,11,3,False,,
<nil>,0x19fd3927ffe5f49c19e0c722290adba674bf52a3,1462,34,263,936,0,0,0.0,2,1,False,,
<nil>,0x1e2f4bed8c8f36df42cc1b0c32d1c6c0395c5dcc,1462,24,815,1459,0,0,0.0,3,0,False,,
<nil>,0x06590a641dc3eb43f2cebe435576389f209116da,1190,2281,775,1095,0,0,0.0,2,0,False,,
<nil>,0x2bfc6fd6965a6c32b4f7d7e30642c7ef11151a7d,1190,15,836,934,0,1,888.4815845,1,0,False,,
<nil>,0x2a3de5e232bc5c50df40becdda5a2f5c0492a374,1190,58,985,1340,0,0,0.0,1,0,False,,
stelvio.eth,0x96559b33d6a9042b1c34b3e8978ca922146cb79a,1190,222,357,1913,0,22,42546.34174,12,0,False,,
<nil>,0x400fa8acbb3985b2ded3fbc65471012f86c6f53b,1190,3,286,471,0,0,0.0,0,0,False,,
<nil>,0x7ff589cd50f9116e8e240c41e39968f9140220b6,1190,19,361,1114,0,2,3681.007624,2,0,False,,
<nil>,0xac36e9e128efd1fe9626d23786682469745cd4f0,1190,45,539,1093,0,0,0.0,1,0,False,,
<nil>,0xe89e7c684c40f528acd005186f304143239478d6,1190,188,262,2114,0,45,191099.5685,6,4,False,,
<nil>,0xb85e01cd2c3744694b9db334b99d39aa6b87d810,1190,5,1231,1458,0,0,0.0,1,0,False,,
<nil>,0x1f658c10bc3d8962a2e0df6356536fa9651c14b8,1190,26,581,852,0,0,0.0,3,0,False,,
<nil>,0xd54f341c6509b0e82fb7ae64f50eba632e278304,1190,15,249,740,0,0,0.0,2,1,False,,
<nil>,0x34d5a657b6751ed602d175c26310a604a4cce1af,1190,8,534,1036,0,0,0.0,3,1,False,,
<nil>,0x30552a7ed1d2d16634d31ea8427bdb089f9fcc30,1190,7,555,600,0,0,0.0,1,1,False,,
<nil>,0xd129bf4ec6de5ee96dd80f4308a3699b33a8f494,1190,613,380,841,0,404,55871698.24,5,2,False,,
<nil>,0x31ab6b2e028540c0a7259c94017e13e8fceee193,1190,33,310,1225,0,0,0.0,1,0,False,,
<nil>,0x45c542bbf9de27e20c61c5ae34919476242155ed,1190,10,273,811,0,0,0.0,4,0,False,,
<nil>,0x1c3892ab0c75005ced8d004842de471da158e6a4,1190,5,2099,2184,0,0,0.0,2,0,False,,
<nil>,0xb8af7ef57248ab99d64cee0d338a2b82e08605c1,1190,8,336,799,0,0,0.0,1,0,False,,
<nil>,0x3b2a1f69beb9eb6f179d5617fbefda75972af599,1600,2271,430,863,0,566,37356422.16,26,3,False,,
